844,184,266,230,1017.4017052891281,230,
844,184,269,180,1019.1258193831528,180,
844,184,257,178,1012.2305319826037,178,
844,184,227,144,995.0057777650043,144,
826,194,189,102,973.2146480347274,102,
801,204,154,77,953.1695645607626,77,
796,208,113,58,929.7183400745166,58,
791,211,110,46,928.0036406690115,46,
781,217,61,16,900.0201462300638,16,
781,217,68,9,904.0151451783387,9,
781,217,65,3,902.3028965479766,3,
776,219,47,0,892.0327347752462,0,
748,235,54,0,896.0260115043459,0,
721,254,68,0,904.0151451783387,0,
705,271,40,18,888.0403098520617,18,
693,286,32,93,883.4785736441305,93,
686,294,0,125,865.2424922885948,125,
686,294,0,135,865.2424922885948,135,
686,294,0,123,865.2424922885948,123,
683,306,0,119,865.2424922885948,119,
672,350,0,112,865.2424922885948,112,
654,389,0,112,865.2424922885948,112,
645,400,0,125,865.2424922885948,125,
645,400,0,137,865.2424922885948,137,
642,400,0,150,865.2424922885948,150,
631,400,0,161,865.2424922885948,161,
621,401,0,169,865.2424922885948,169,
619,402,0,228,865.2424922885948,228,
619,402,0,264,865.2424922885948,264,
617,402,0,267,865.2424922885948,267,
590,415,0,298,865.2424922885948,298,
554,431,0,334,865.2424922885948,334,
551,433,0,349,865.2424922885948,349,
551,433,0,356,865.2424922885948,356,
548,436,0,376,865.2424922885948,376,
506,451,0,383,865.2424922885948,383,
500,453,0,393,865.2424922885948,393,
500,453,0,409,865.2424922885948,409,
500,453,0,423,865.2424922885948,423,
484,455,0,448,865.2424922885948,448,
452,466,0,500,865.2424922885948,500,
452,466,0,520,865.2424922885948,520,
452,466,0,505,865.2424922885948,505,
444,471,0,494,865.2424922885948,494,
351,519,0,482,865.2424922885948,482,
336,531,0,466,865.2424922885948,466,
336,531,0,459,865.2424922885948,459,
336,531,0,449,865.2424922885948,449,
309,533,0,447,865.2424922885948,447,
278,539,0,446,865.2424922885948,446,
278,539,0,445,865.2424922885948,445,
278,539,0,442,865.2424922885948,442,
297,608,0,447,865.2424922885948,447,
439,863,0,455,865.2424922885948,455,
439,863,0,527,865.2424922885948,527,
439,863,0,526,865.2424922885948,526,
488,863,0,523,865.2424922885948,523,
631,860,0,497,865.2424922885948,497,
641,860,0,535,865.2424922885948,535,
641,860,0,625,865.2424922885948,625,
641,860,0,685,865.2424922885948,685,
674,858,0,695,865.2424922885948,695,
745,858,0,679,865.2424922885948,679,
760,859,0,652,865.2424922885948,652,
760,859,0,652,865.2424922885948,652,
759,858,0,740,865.2424922885948,740,
784,856,0,803,865.2424922885948,803,
885,864,0,825,865.2424922885948,825,
898,867,0,838,865.2424922885948,838,
898,867,0,839,865.2424922885948,839,
898,867,0,828,865.2424922885948,828,
901,867,0,833,865.2424922885948,833,
923,867,0,831,865.2424922885948,831,
938,865,0,822,865.2424922885948,822,
941,864,0,816,865.2424922885948,816,
941,864,0,816,865.2424922885948,816,
943,862,0,797,865.2424922885948,797,
944,861,0,787,865.2424922885948,787,
944,860,0,785,865.2424922885948,785,
950,857,0,790,865.2424922885948,790,
958,855,0,789,865.2424922885948,789,
960,855,0,788,865.2424922885948,788,
986,837,0,786,865.2424922885948,786,
1000,827,0,776,865.2424922885948,776,
1000,827,0,762,865.2424922885948,762,
1000,827,0,748,865.2424922885948,748,
1008,818,0,745,865.2424922885948,745,
1072,784,0,743,865.2424922885948,743,
1117,756,0,739,865.2424922885948,739,
1119,755,0,732,865.2424922885948,732,
1119,755,0,726,865.2424922885948,726,
1121,753,11,679,871.5092044056968,679,
1141,708,11,653,871.5092044056968,653,
1166,665,23,634,878.3479292926703,634,
1172,652,1,616,865.8121102736778,616,
1172,652,0,599,865.2424922885948,599,
1172,652,2,574,866.3817448299476,574,
1175,649,26,554,880.0579908359769,554,
1204,630,47,534,892.0327347752462,534,
1223,621,55,532,896.5965495042142,532,
1224,620,98,536,921.1465071712639,536,
1224,620,216,538,988.6947701999386,538,
1229,609,333,537,1055.9545088839632,537,
1250,580,369,534,1076.7119673434397,534,
1265,568,401,537,1095.1891042406219,537,
1270,564,434,537,1114.270188563076,537,
